Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
16283,Cover behind describe live billion woman leg.,2025-03-29,2025-04-06,4.77,Feature,Low,Research,U06
16284,Old significant beyond brother.,2025-04-09,2025-04-11,9.35,Improvement,Low,Admin,U09
16285,Model medical including truth option finish enter song.,2025-04-05,2025-04-15,8.54,Bug,High,Technical,U06
16286,Trial begin most prepare season drive management.,2025-05-08,2025-05-10,2.3,Feature,Low,Support,U10
16287,Play cold unit instead your describe realize.,2025-04-21,2025-05-01,3.41,Improvement,High,Research,U07
16288,Expect share age seven.,2025-01-08,2025-01-14,3.88,Feature,Medium,Support,U09
16289,Safe unit system much probably design record.,2025-05-06,2025-05-11,2.44,Improvement,High,Technical,U03
16290,Growth mind director often.,2025-01-08,2025-01-13,4.03,Bug,Medium,Research,U02
16291,Force space dog effect.,2025-03-05,2025-03-08,6.87,Bug,Low,Admin,U04
16292,Upon computer so kitchen.,2025-05-25,2025-06-02,3.43,Improvement,Low,Support,U06
16293,Purpose use common full.,2025-02-06,2025-02-07,7.81,Improvement,Low,Research,U10
16294,Into rest pull candidate.,2025-02-22,2025-03-04,3.42,Improvement,High,Support,U06
16295,Goal how entire.,2025-01-17,2025-01-22,1.74,Bug,Low,Admin,U02
16296,Phone fact board car recognize check chance.,2025-01-19,2025-01-23,5.26,Improvement,High,Support,U06
16297,Exactly traditional list easy I successful.,2025-02-08,2025-02-09,4.14,Bug,Medium,Admin,U09
16298,Occur involve authority condition seat true.,2025-03-14,2025-03-17,3.6,Bug,High,Technical,U03
16299,Option close make hand some behavior culture necessary.,2025-02-08,2025-02-12,4.64,Feature,Low,Admin,U08
16300,Address national contain huge.,2025-02-23,2025-02-28,2.72,Bug,Low,Admin,U03
16301,Push agree it travel girl.,2025-05-02,2025-05-09,7.31,Feature,Low,Admin,U07
16302,People bill high air event.,2025-03-05,2025-03-09,2.46,Bug,Medium,Support,U07
16303,Very light material.,2025-01-15,2025-01-24,7.55,Feature,Medium,Technical,U04
16304,Bar firm red return provide clear now right.,2025-04-05,2025-04-09,9.77,Improvement,Medium,Admin,U03
16305,Discussion author interview.,2025-05-25,2025-05-31,9.38,Feature,High,Support,U01
16306,Suddenly call focus charge news society.,2025-04-16,2025-04-26,5.66,Improvement,High,Technical,U07
16307,Nothing rule partner never house page case seem.,2025-01-19,2025-01-20,2.99,Bug,Medium,Support,U01
16308,Rise decision yet interesting same word social.,2025-03-21,2025-03-22,6.45,Improvement,High,Support,U01
16309,Professional car bring operation argue coach everything.,2025-03-28,2025-03-29,1.64,Improvement,Low,Support,U06
16310,Memory more front industry guy side appear.,2025-03-02,2025-03-11,2.87,Feature,High,Support,U10
16311,Can compare particular.,2025-02-23,2025-03-02,4.84,Feature,Medium,Support,U08
16312,Could magazine computer establish her the trip.,2025-04-07,2025-04-14,7.6,Feature,Low,Research,U04
16313,Rest student memory country.,2025-05-16,2025-05-18,3.04,Feature,Low,Support,U07
16314,Exactly call unit rock sort example.,2025-05-19,2025-05-23,3.21,Bug,Low,Admin,U09
16315,Million skill story soon.,2025-03-22,2025-04-01,7.3,Bug,High,Support,U07
16316,Whether senior himself several but wind general.,2025-03-10,2025-03-12,1.43,Improvement,Low,Support,U01
16317,Own system actually enough energy.,2025-02-26,2025-03-04,2.31,Bug,Medium,Technical,U02
16318,Fact report between subject decide.,2025-01-06,2025-01-16,2.27,Improvement,High,Technical,U03
16319,Player federal single today suffer.,2025-05-15,2025-05-17,2.74,Improvement,Low,Technical,U05
16320,Sense Democrat campaign everything run last.,2025-01-06,2025-01-12,2.01,Feature,Medium,Technical,U01
16321,Cup change yourself ten.,2025-01-31,2025-02-04,5.31,Feature,Low,Admin,U05
16322,Blood statement purpose score else I foreign.,2025-03-13,2025-03-15,1.96,Bug,Low,Technical,U09
16323,Less college point become.,2025-02-20,2025-02-28,2.53,Feature,High,Support,U09
16324,Ability large can guy explain.,2025-05-10,2025-05-11,6.26,Improvement,High,Support,U01
16325,Past then represent western.,2025-05-21,2025-05-31,9.72,Bug,Medium,Support,U04
16326,Whether today trip.,2025-03-04,2025-03-13,1.52,Bug,High,Support,U01
16327,Check market TV consumer you Democrat.,2025-01-14,2025-01-15,7.2,Bug,Medium,Research,U04
16328,Compare ever here race cultural TV Congress floor.,2025-05-22,2025-05-25,2.31,Bug,Low,Support,U03
16329,Marriage necessary surface however concern.,2025-03-12,2025-03-20,7.04,Improvement,Medium,Admin,U02
16330,Thank care central move heart until.,2025-03-22,2025-03-25,6.55,Feature,Medium,Research,U04
16331,President water far step tell accept.,2025-02-16,2025-02-17,7.53,Improvement,High,Admin,U08
16332,Season food method avoid which might father.,2025-02-01,2025-02-07,5.51,Feature,Low,Support,U08
16333,Eye discussion involve soldier.,2025-04-03,2025-04-06,2.05,Feature,High,Admin,U02
16334,Throughout stuff style serve know worry floor professional.,2025-04-18,2025-04-27,1.08,Feature,High,Admin,U03
16335,Debate especially between.,2025-04-11,2025-04-18,8.4,Feature,Medium,Technical,U03
16336,Market billion process keep.,2025-01-26,2025-01-29,4.22,Improvement,Low,Research,U02
16337,But behind term.,2025-02-03,2025-02-08,6.77,Feature,High,Support,U06
16338,Study every car wrong ten rather those.,2025-01-06,2025-01-07,5.02,Improvement,High,Admin,U06
16339,Laugh staff summer teacher.,2025-03-13,2025-03-22,1.98,Feature,Medium,Technical,U01
16340,Real rather prevent mean.,2025-03-06,2025-03-07,9.33,Bug,High,Technical,U10
16341,Easy Mr bank guy interview American.,2025-03-31,2025-04-06,7.47,Feature,Medium,Technical,U01
16342,Test whatever own a test discover subject clear.,2025-04-04,2025-04-07,7.35,Improvement,Medium,Support,U02
16343,Business truth lawyer nation career result.,2025-04-16,2025-04-26,2.42,Bug,Medium,Research,U08
16344,Audience toward authority both television growth.,2025-02-01,2025-02-04,7.02,Bug,Low,Research,U02
16345,Nearly imagine want enjoy fire will improve.,2025-03-06,2025-03-10,5.96,Feature,High,Support,U02
16346,Congress operation name somebody land.,2025-04-30,2025-05-09,2.13,Bug,Medium,Technical,U03
16347,Kitchen now citizen sometimes fight assume.,2025-05-09,2025-05-18,2.34,Feature,Medium,Admin,U01
16348,Blue remain than second need spend board.,2025-04-08,2025-04-13,8.35,Bug,High,Research,U02
16349,Near six present personal oil.,2025-02-22,2025-02-28,4.8,Feature,Low,Research,U07
16350,Former there character rest play name.,2025-05-18,2025-05-23,1.93,Improvement,Medium,Support,U08
16351,Describe political friend all when line.,2025-01-30,2025-02-09,5.49,Improvement,Medium,Technical,U05
16352,Including build some resource.,2025-04-02,2025-04-07,4.6,Bug,High,Admin,U07
16353,The memory write.,2025-04-16,2025-04-18,9.23,Improvement,Medium,Admin,U05
16354,Forward person couple although while agreement.,2025-02-26,2025-03-01,9.42,Bug,Low,Support,U06
16355,Produce discover born political me.,2025-01-21,2025-01-30,5.81,Feature,Low,Admin,U10
16356,Leave century suggest mention interest.,2025-02-04,2025-02-08,6.88,Bug,Medium,Admin,U05
16357,Base wrong amount security.,2025-01-11,2025-01-18,8.64,Bug,Medium,Technical,U09
16358,Training goal beautiful girl collection fire hot.,2025-04-12,2025-04-18,1.39,Improvement,High,Support,U10
16359,Sound imagine deal go fund fear.,2025-03-22,2025-03-31,7.69,Bug,Medium,Technical,U04
16360,Sure common pass step account quickly right.,2025-03-15,2025-03-24,3.91,Improvement,Medium,Technical,U04
16361,Field management argue majority simple.,2025-05-03,2025-05-07,1.73,Feature,Medium,Support,U08
16362,Too seem yeah trade thing attorney range.,2025-05-04,2025-05-11,4.34,Feature,High,Research,U05
16363,Discuss similar many whether lawyer miss.,2025-03-06,2025-03-13,4.43,Feature,High,Support,U03
16364,Outside Democrat article discover east smile.,2025-04-06,2025-04-16,7.79,Improvement,Low,Support,U10
16365,Best should kid first.,2025-03-15,2025-03-24,5.28,Improvement,Medium,Technical,U03
16366,Red early television effect seem.,2025-03-24,2025-04-02,4.75,Bug,Low,Support,U03
16367,Design night indicate stock write could.,2025-01-22,2025-01-29,4.34,Improvement,Medium,Admin,U05
16368,Base who believe clear southern worry tell.,2025-04-09,2025-04-19,5.36,Bug,High,Research,U10
16369,Very without compare actually.,2025-03-09,2025-03-18,9.69,Feature,High,Support,U04
16370,Service heart where sell man stock.,2025-01-30,2025-01-31,7.44,Bug,Low,Research,U05
16371,Though present animal send dark hair.,2025-04-01,2025-04-07,1.08,Bug,Low,Support,U05
16372,Use with safe seven subject front which.,2025-04-26,2025-05-03,2.7,Feature,High,Admin,U05
16373,Really respond nothing family degree stock.,2025-03-12,2025-03-21,6.04,Bug,Medium,Support,U09
16374,Thought people walk concern school near third.,2025-05-02,2025-05-05,3.13,Bug,Low,Technical,U08
16375,Quite sound list score write subject teacher.,2025-04-25,2025-04-27,3.83,Feature,Low,Support,U04
16376,Nature control player week why discussion concern.,2025-05-20,2025-05-22,9.62,Improvement,High,Admin,U09
16377,Campaign marriage wall.,2025-04-15,2025-04-23,4.59,Feature,Low,Technical,U09
16378,Cold idea performance church organization religious.,2025-03-17,2025-03-19,4.9,Improvement,High,Admin,U06
16379,Law eat movement prepare.,2025-01-16,2025-01-20,2.05,Feature,Low,Support,U05
16380,Protect science family old through note practice work.,2025-03-14,2025-03-18,8.32,Improvement,Low,Research,U07
16381,Song throughout hospital feel yeah.,2025-02-20,2025-02-22,3.01,Bug,Low,Support,U02
16382,Room order help debate event serve.,2025-05-09,2025-05-16,2.19,Feature,High,Admin,U05
16383,Local section rock mention maintain thought within government.,2025-02-03,2025-02-11,1.55,Bug,High,Technical,U07
16384,Provide improve poor fact.,2025-04-15,2025-04-18,7.49,Bug,Medium,Admin,U10
16385,Half region across provide result research environmental.,2025-02-10,2025-02-19,8.91,Bug,Low,Support,U09
16386,Heavy because mother practice easy doctor public music.,2025-03-03,2025-03-09,5.59,Bug,Medium,Support,U05
16387,Begin light keep report director.,2025-02-24,2025-02-27,7.96,Improvement,Medium,Technical,U06
16388,Sport leave interesting.,2025-04-19,2025-04-26,6.27,Bug,Medium,Technical,U06
16389,Everybody occur protect others boy involve thing.,2025-02-24,2025-03-03,7.14,Bug,Low,Support,U07
16390,Admit stage why executive agent guess.,2025-03-26,2025-04-05,7.48,Feature,High,Research,U10
16391,Professor population strong now TV participant model.,2025-02-03,2025-02-13,5.3,Bug,Low,Support,U09
16392,Maintain be billion everyone with detail.,2025-03-06,2025-03-08,7.68,Improvement,Low,Research,U05
16393,Born though thank toward effect.,2025-01-27,2025-02-03,4.97,Bug,Low,Research,U01
16394,It which school.,2025-03-21,2025-03-22,8.25,Bug,Medium,Research,U07
16395,Series get perform agency chance foreign.,2025-03-01,2025-03-06,3.73,Improvement,High,Support,U05
16396,When move civil speak list.,2025-02-04,2025-02-12,8.45,Improvement,High,Research,U03
16397,After believe recent trouble finish.,2025-01-12,2025-01-22,9.69,Bug,Low,Admin,U05
16398,Maybe magazine house.,2025-04-18,2025-04-24,1.46,Improvement,High,Research,U08
16399,Record gas result pressure space budget.,2025-05-07,2025-05-16,5.33,Bug,Low,Technical,U03
16400,Fast Democrat person than.,2025-04-11,2025-04-13,5.6,Improvement,Low,Admin,U07
16401,Bit trip environment smile professor much.,2025-04-07,2025-04-12,2.01,Improvement,High,Admin,U06
16402,Subject should question always station easy.,2025-05-15,2025-05-16,6.66,Bug,High,Admin,U01
16403,Until anyone character.,2025-05-20,2025-05-26,5.2,Bug,High,Technical,U05
16404,Before conference try seat own.,2025-04-20,2025-04-23,4.94,Improvement,Low,Support,U07
16405,Nor fill agent.,2025-05-11,2025-05-17,2.42,Feature,Medium,Research,U09
16406,Low build turn response necessary explain rate policy.,2025-01-25,2025-01-26,8.65,Bug,High,Admin,U07
16407,Newspaper tax thus parent main policy talk.,2025-03-30,2025-04-09,9.49,Feature,Medium,Admin,U02
16408,Idea office thought role whether list.,2025-03-09,2025-03-15,1.91,Bug,Low,Research,U08
16409,Miss may form minute staff under along.,2025-05-08,2025-05-12,4.37,Feature,High,Admin,U05
16410,Control along night only yet.,2025-01-20,2025-01-22,9.59,Improvement,Medium,Technical,U07
16411,Stay west clear.,2025-05-02,2025-05-08,2.52,Feature,Medium,Research,U08
16412,Garden mouth reality outside seek might.,2025-01-18,2025-01-19,5.71,Improvement,Medium,Research,U05
16413,Happen as character surface.,2025-05-08,2025-05-13,9.79,Bug,Low,Research,U02
16414,Key while people song despite.,2025-01-06,2025-01-15,5.85,Feature,High,Technical,U02
16415,Accept moment focus as must yet party.,2025-01-11,2025-01-19,1.49,Feature,High,Admin,U10
16416,Young seven challenge without generation rich phone.,2025-05-24,2025-05-29,8.63,Feature,High,Admin,U05
16417,Discuss people few need.,2025-03-06,2025-03-10,6.73,Feature,Low,Admin,U01
16418,Card beautiful power institution.,2025-03-05,2025-03-14,8.84,Bug,High,Support,U08
16419,Only go visit bank send.,2025-05-20,2025-05-23,4.45,Improvement,Medium,Research,U08
16420,Region campaign catch enter author full arrive.,2025-03-16,2025-03-25,6.43,Feature,High,Support,U06
16421,Network probably girl significant bit design know.,2025-02-06,2025-02-10,7.77,Bug,High,Technical,U02
16422,Yard too data direction management action.,2025-05-12,2025-05-22,7.15,Feature,Low,Research,U07
16423,Check bring across light choose forward economy.,2025-05-15,2025-05-18,1.67,Feature,High,Technical,U01
16424,Eight strategy early effect future.,2025-04-13,2025-04-22,2.62,Feature,Medium,Technical,U01
16425,Everything discussion sign whatever me how with act.,2025-04-21,2025-05-01,7.3,Bug,Low,Admin,U07
16426,Your vote everything bit system politics imagine.,2025-03-31,2025-04-05,6.3,Bug,High,Admin,U06
16427,Small rather tonight guy hear.,2025-03-12,2025-03-13,6.32,Improvement,Low,Admin,U08
16428,Republican information stage open girl reality fast.,2025-01-22,2025-01-31,5.51,Bug,High,Admin,U07
16429,Forward rich discover civil spring.,2025-01-03,2025-01-05,9.22,Bug,Medium,Admin,U10
16430,Machine seat senior agreement understand.,2025-03-31,2025-04-03,5.45,Improvement,High,Technical,U02
16431,Long side truth nor.,2025-04-23,2025-04-25,9.46,Bug,Low,Support,U02
16432,Reality benefit admit.,2025-02-22,2025-02-23,5.24,Improvement,Medium,Support,U10
16433,Sometimes seem use several relate.,2025-04-19,2025-04-29,3.73,Bug,Low,Technical,U10
16434,Better player me unit high idea.,2025-03-17,2025-03-19,3.99,Bug,Low,Technical,U04
16435,Guess still four.,2025-03-10,2025-03-19,1.66,Bug,Low,Technical,U07
16436,Training exist sure happen garden with.,2025-05-06,2025-05-10,6.82,Feature,High,Admin,U07
16437,Standard last quickly risk such.,2025-04-06,2025-04-09,4.93,Bug,Low,Support,U01
16438,War offer onto fly campaign top hour.,2025-04-27,2025-04-29,4.91,Feature,Medium,Technical,U10
16439,Sign pressure paper heart ok.,2025-05-21,2025-05-24,1.68,Feature,Medium,Technical,U02
16440,Anything education daughter cost wait east.,2025-04-17,2025-04-25,9.31,Bug,High,Admin,U02
16441,Computer national artist.,2025-04-01,2025-04-06,7.57,Feature,High,Technical,U03
16442,Page back though town doctor big.,2025-04-15,2025-04-21,1.33,Bug,Low,Support,U09
16443,Responsibility suffer pattern yeah part prove.,2025-01-07,2025-01-09,1.75,Improvement,Low,Research,U05
16444,Simply season another natural.,2025-01-01,2025-01-02,9.47,Improvement,Medium,Admin,U08
16445,Product especially most gun.,2025-02-27,2025-03-09,5.79,Bug,High,Support,U09
16446,Magazine which candidate ready carry.,2025-03-05,2025-03-15,9.07,Bug,High,Technical,U01
16447,Region page cover add hospital magazine.,2025-05-11,2025-05-21,9.18,Feature,Low,Support,U04
16448,Ability southern allow group happen office area.,2025-03-29,2025-04-03,2.14,Improvement,Low,Admin,U03
16449,Turn long political it character save single.,2025-02-19,2025-02-24,9.05,Improvement,Low,Research,U03
16450,Money indeed anything young hand green help.,2025-04-07,2025-04-08,8.89,Bug,Medium,Technical,U01
16451,Three new past him foot avoid.,2025-03-02,2025-03-06,4.56,Bug,Low,Support,U09
16452,At anyone may century important attorney want.,2025-03-24,2025-03-26,7.11,Improvement,Low,Admin,U02
16453,Idea speech build military.,2025-01-30,2025-02-05,3.89,Feature,Medium,Support,U05
16454,Almost pick his information three.,2025-03-30,2025-04-06,9.29,Bug,Low,Admin,U03
16455,Unit of middle piece range pattern.,2025-03-14,2025-03-23,3.0,Improvement,High,Technical,U05
16456,Store Democrat service not she traditional reveal store.,2025-03-24,2025-03-29,1.49,Feature,Medium,Technical,U10
16457,High reveal quickly young.,2025-03-12,2025-03-17,9.03,Improvement,Medium,Technical,U04
16458,Hold themselves and science.,2025-02-10,2025-02-19,3.68,Bug,Medium,Admin,U09
16459,Big lot major throw whether prove travel outside.,2025-05-08,2025-05-15,1.45,Feature,High,Research,U02
16460,Body also single data upon treatment company young.,2025-04-15,2025-04-17,5.99,Feature,Medium,Research,U06
16461,Pay wear surface teacher natural.,2025-05-12,2025-05-18,5.28,Improvement,Medium,Research,U06
16462,Have general you both.,2025-04-20,2025-04-25,7.93,Feature,Low,Research,U08
16463,Professor PM cover but.,2025-01-05,2025-01-09,9.2,Improvement,High,Admin,U07
16464,Style discover certain down.,2025-02-15,2025-02-16,3.93,Improvement,Medium,Admin,U09
16465,Material he officer table school fill ahead.,2025-04-06,2025-04-15,9.99,Feature,Medium,Support,U03
16466,Present work oil together.,2025-04-02,2025-04-08,3.44,Bug,Low,Technical,U07
16467,Better father maybe hard.,2025-02-21,2025-02-24,6.5,Improvement,High,Technical,U05
16468,Congress why chance direction family ability.,2025-02-15,2025-02-21,4.17,Bug,High,Research,U03
16469,Through generation responsibility computer edge want.,2025-01-03,2025-01-06,6.58,Feature,Low,Research,U02
16470,Account air performance stock show safe social.,2025-03-20,2025-03-28,3.64,Feature,Medium,Support,U10
16471,Suffer art according candidate idea.,2025-03-14,2025-03-17,8.49,Feature,Medium,Technical,U04
16472,Nearly ready stand night current second debate kitchen.,2025-05-23,2025-05-30,5.95,Improvement,Medium,Admin,U01
16473,Opportunity third hold activity establish.,2025-03-02,2025-03-06,5.67,Bug,Low,Admin,U03
16474,Each face manager.,2025-01-11,2025-01-15,1.39,Improvement,High,Research,U09
16475,Still available staff.,2025-04-24,2025-05-02,1.62,Improvement,Low,Technical,U07
16476,Represent upon ability cause serious.,2025-03-12,2025-03-22,2.74,Feature,Low,Support,U06
16477,About within crime face information increase long.,2025-01-02,2025-01-12,2.26,Feature,High,Research,U03
16478,Chair result pressure when notice result push.,2025-04-11,2025-04-19,5.27,Feature,Low,Support,U03
16479,Opportunity talk discussion professional newspaper hair product.,2025-03-03,2025-03-11,3.08,Bug,High,Admin,U04
16480,Body Mr us third few ground use.,2025-05-17,2025-05-21,3.79,Bug,High,Support,U05
16481,Arrive Republican environment.,2025-01-11,2025-01-21,6.48,Feature,High,Admin,U08
16482,Environmental question reveal despite.,2025-01-16,2025-01-25,3.33,Improvement,High,Research,U08
16483,Impact bag fire child kitchen focus.,2025-01-30,2025-02-07,9.9,Feature,Low,Research,U07
16484,Find street clear with impact Mr hour young.,2025-05-05,2025-05-08,8.52,Bug,Medium,Technical,U10
16485,Seven whatever forget already toward face.,2025-03-04,2025-03-08,9.43,Feature,Medium,Support,U01
16486,Executive scene cultural suggest fine room nature.,2025-04-07,2025-04-08,7.27,Feature,Low,Technical,U04
16487,Moment effort item set provide case.,2025-03-22,2025-03-23,9.69,Feature,Low,Admin,U03
16488,Firm drive economic worker.,2025-03-09,2025-03-19,9.07,Bug,Low,Research,U02
16489,Responsibility bank thousand move southern technology.,2025-02-19,2025-02-21,5.39,Bug,Low,Technical,U07
16490,Realize morning explain responsibility around season Mr.,2025-05-10,2025-05-11,3.48,Bug,High,Technical,U07
16491,Decade certainly ready feeling now happy its.,2025-03-09,2025-03-10,4.13,Feature,Low,Research,U06
16492,Today TV suddenly ten.,2025-02-21,2025-02-28,1.65,Feature,High,Support,U08
16493,Would who process medical item college tree part.,2025-01-26,2025-02-02,1.66,Bug,High,Support,U01
16494,Recently poor event.,2025-01-22,2025-01-31,4.84,Bug,High,Admin,U08
16495,Let explain what.,2025-04-25,2025-05-05,5.58,Bug,Low,Support,U05
16496,Must national television manager instead spend western.,2025-02-05,2025-02-14,5.58,Improvement,High,Admin,U06
16497,Start stock age letter accept memory expert crime.,2025-01-28,2025-02-05,7.34,Bug,Medium,Admin,U01
16498,Full what particular minute.,2025-04-20,2025-04-23,5.75,Feature,Medium,Admin,U05
16499,Couple city oil then.,2025-03-30,2025-04-08,8.15,Feature,High,Technical,U05
16500,Church accept list past security.,2025-03-17,2025-03-23,1.65,Bug,Low,Technical,U07
16501,Real catch smile bad environment line game next.,2025-04-15,2025-04-16,8.95,Improvement,Low,Admin,U07
16502,Song alone low easy bar artist you evening.,2025-03-04,2025-03-09,7.87,Feature,Low,Support,U07
16503,Available arm better population deal.,2025-01-17,2025-01-25,1.66,Improvement,Low,Admin,U09
16504,Its area its executive force.,2025-04-16,2025-04-21,5.97,Bug,Medium,Research,U08
16505,Food none rise arrive the.,2025-05-10,2025-05-17,8.38,Improvement,Low,Admin,U02
16506,Stuff probably activity air.,2025-05-06,2025-05-09,9.37,Improvement,Low,Admin,U01
16507,Situation entire television pull.,2025-04-25,2025-04-28,2.41,Improvement,High,Technical,U10
16508,Agency form somebody world movie teacher.,2025-01-14,2025-01-17,6.15,Improvement,High,Research,U01
16509,Among tree form.,2025-05-08,2025-05-10,1.79,Improvement,Medium,Technical,U02
16510,Yet follow speak tonight professor citizen sound.,2025-01-08,2025-01-17,3.87,Improvement,Low,Support,U01
16511,Why stock box loss.,2025-02-19,2025-02-21,7.74,Bug,Medium,Research,U03
16512,Hit than plan control.,2025-03-27,2025-03-29,2.35,Feature,Medium,Research,U05
16513,Thank usually car its.,2025-05-26,2025-05-29,4.99,Improvement,Low,Admin,U10
16514,Truth bill son side chair institution.,2025-05-03,2025-05-09,9.87,Improvement,High,Admin,U04
16515,Guess while from air attention least base.,2025-02-06,2025-02-09,8.01,Bug,Medium,Support,U04
16516,Yourself with our too big exactly similar.,2025-01-05,2025-01-07,7.23,Feature,Low,Technical,U07
16517,Knowledge drive policy home woman animal.,2025-01-16,2025-01-17,1.71,Improvement,Medium,Research,U05
16518,Number soon risk next.,2025-02-15,2025-02-16,9.44,Improvement,Medium,Support,U02
16519,Soldier power government second effect poor sing.,2025-04-21,2025-04-22,3.15,Improvement,Medium,Support,U09
16520,Foreign like peace film blood his reflect place.,2025-05-20,2025-05-21,7.11,Improvement,Low,Support,U05
16521,Nor right just mother company specific.,2025-05-01,2025-05-03,5.87,Bug,Medium,Technical,U01
16522,Next out court news near southern sport.,2025-04-04,2025-04-12,5.09,Bug,Medium,Support,U05
16523,Upon century huge sure see theory enough.,2025-04-15,2025-04-18,8.87,Feature,Low,Research,U08
16524,Usually east mean the at.,2025-05-21,2025-05-24,8.81,Improvement,Medium,Research,U04
16525,Must itself pass lose table into.,2025-02-28,2025-03-03,8.57,Feature,Low,Admin,U01
16526,Miss cover imagine analysis trial.,2025-04-21,2025-04-25,3.24,Bug,Low,Admin,U09
16527,Here others draw step.,2025-02-13,2025-02-21,9.55,Feature,Medium,Support,U03
16528,Agreement final country house sound friend.,2025-01-06,2025-01-08,1.69,Improvement,Medium,Technical,U05
16529,Hand history knowledge then.,2025-02-19,2025-02-26,2.11,Improvement,Medium,Research,U02
16530,Meeting friend girl.,2025-03-28,2025-04-07,9.3,Improvement,High,Technical,U06
16531,Water each figure admit treatment strategy.,2025-02-07,2025-02-10,5.81,Feature,Low,Admin,U10
16532,Decide physical weight but health.,2025-02-02,2025-02-06,9.19,Bug,Low,Support,U06
16533,Itself take deal turn country radio whether.,2025-03-25,2025-03-27,7.67,Feature,Medium,Admin,U01
16534,Add might water.,2025-05-11,2025-05-20,6.69,Improvement,High,Support,U09
16535,Book live story war.,2025-01-17,2025-01-21,6.9,Feature,High,Support,U07
16536,Well stage help myself value age just.,2025-03-11,2025-03-21,7.16,Feature,Low,Research,U10
16537,Seven drive material determine.,2025-02-25,2025-03-02,6.09,Bug,Medium,Support,U01
16538,Pressure next us exist.,2025-03-19,2025-03-29,1.63,Feature,Low,Support,U04
16539,Church real mission.,2025-04-17,2025-04-27,3.9,Bug,High,Technical,U02
16540,Local president national senior best my cause.,2025-04-18,2025-04-28,4.54,Feature,Medium,Support,U05
16541,Share claim value who purpose cause series two.,2025-05-04,2025-05-08,9.23,Bug,High,Admin,U10
16542,Need model manager up set present me.,2025-05-22,2025-05-27,5.68,Improvement,Medium,Research,U07
16543,Seat theory book.,2025-04-26,2025-05-05,3.63,Feature,High,Technical,U10
16544,After the get suddenly court happy.,2025-05-08,2025-05-11,2.34,Bug,High,Admin,U05
16545,Executive when coach security inside either major.,2025-04-04,2025-04-08,8.8,Feature,High,Research,U09
16546,Identify effect deep reach in.,2025-01-04,2025-01-05,1.5,Improvement,Low,Technical,U05
16547,Tend radio them produce rise.,2025-03-28,2025-03-29,4.1,Bug,Medium,Technical,U05
16548,Try control much yet decade care traditional.,2025-01-10,2025-01-20,7.79,Feature,Low,Admin,U07
16549,However tax determine health hospital explain section.,2025-04-14,2025-04-23,6.06,Feature,High,Technical,U05
16550,Drug happy share situation.,2025-04-30,2025-05-05,5.29,Improvement,High,Support,U03
16551,Force sister may stock whatever.,2025-02-23,2025-03-04,3.03,Bug,Low,Admin,U02
16552,Staff often Congress.,2025-03-29,2025-04-05,9.08,Improvement,Low,Research,U04
16553,Anything organization leader improve few.,2025-03-28,2025-04-06,2.26,Bug,High,Support,U05
16554,Authority baby hair measure position professional worker.,2025-02-19,2025-02-21,9.76,Feature,Low,Research,U03
16555,Listen better wonder forward sometimes order forward.,2025-03-25,2025-03-26,2.89,Improvement,High,Research,U08
16556,Finally wall provide report.,2025-03-04,2025-03-08,4.43,Feature,Medium,Technical,U04
16557,From student leg base star gun.,2025-03-13,2025-03-23,7.9,Feature,Low,Admin,U03
16558,Mean majority fast real could.,2025-02-08,2025-02-18,2.71,Improvement,High,Technical,U01
16559,Article money their reach sport play discover already.,2025-03-08,2025-03-17,1.67,Feature,High,Research,U05
16560,Street field evidence kid magazine.,2025-04-28,2025-05-01,6.13,Feature,High,Technical,U10
16561,People different husband animal success get reality itself.,2025-02-20,2025-02-22,1.3,Bug,High,Research,U07
16562,Economy look make.,2025-04-03,2025-04-11,1.08,Improvement,Medium,Admin,U06
16563,Book film than vote source.,2025-03-03,2025-03-04,3.26,Bug,Medium,Research,U06
16564,He report example check fast its pass.,2025-03-09,2025-03-11,7.38,Feature,Medium,Technical,U02
16565,Front as change as crime.,2025-05-06,2025-05-14,9.01,Improvement,Low,Admin,U07
16566,Cause between candidate central center which.,2025-01-19,2025-01-22,1.61,Feature,High,Support,U02
16567,Its brother improve watch history son language fly.,2025-01-01,2025-01-08,5.65,Bug,High,Research,U01
16568,Next herself fire them beat fact attorney.,2025-03-07,2025-03-12,7.72,Bug,High,Admin,U09
16569,However speech city sound tree for house.,2025-02-19,2025-02-22,5.86,Improvement,Low,Admin,U06
16570,Cost state realize data military enter.,2025-02-22,2025-02-23,6.03,Improvement,High,Research,U05
16571,Which run bed official.,2025-03-20,2025-03-27,6.33,Bug,Medium,Research,U01
16572,Strong inside among career parent air admit.,2025-05-11,2025-05-14,3.61,Feature,High,Support,U04
16573,To majority people second.,2025-03-18,2025-03-19,2.94,Bug,High,Admin,U07
16574,Glass keep remember store shake development seat.,2025-02-04,2025-02-07,4.54,Bug,High,Technical,U08
16575,Always interest your argue shake ready.,2025-02-15,2025-02-17,4.06,Bug,Medium,Research,U08
16576,Along section hold yard hope spring.,2025-01-31,2025-02-05,3.27,Improvement,Low,Admin,U08
16577,Assume floor too those agent seek let.,2025-05-11,2025-05-14,4.12,Feature,High,Research,U01
16578,Role say you guy hold organization.,2025-02-11,2025-02-14,2.64,Feature,High,Technical,U04
